user_id,recency_days,frequency,monetary_value,total_events,view_count,cart_count,cart_abandonment_rate,avg_session_duration,purchase_recency_days,churned,churn_probability,risk_level,segment
U02102,0,0,0.0,28,21,7,1.0,8.32,30,0,0.0002,Low,Casual Browsers
U02103,13,1,30.48,13,12,0,1.0,8.98,75,0,0.0005,Low,Casual Browsers
U02104,23,0,0.0,4,4,0,1.0,11.6,53,0,0.0003,Low,Casual Browsers
U02105,0,1,72.33,17,13,3,0.6666666666666667,7.59,145,0,0.0008,Low,Casual Browsers
U02106,20,5,204.26,25,17,3,0.0,6.67,53,0,0.0005,Low,At-Risk Spenders
U02107,26,2,119.95,21,17,2,0.0,6.0,27,0,0.0002,Low,At-Risk Spenders
U02108,10,22,2647.73,91,20,49,0.5510204081632653,9.06,30,0,0.0002,Low,At-Risk Spenders
U02109,0,3,97.8,22,18,1,0.0,7.53,10,0,0.0002,Low,At-Risk Spenders
U02110,1,5,393.33,47,28,14,0.6428571428571428,7.4,1,0,0.0002,Low,At-Risk Spenders
U02111,108,8,357.96,39,17,14,0.4285714285714286,8.39,108,1,0.9997,High,Churned
U02112,7,5,274.02,34,21,8,0.375,6.68,7,0,0.0002,Low,At-Risk Spenders
U02113,2,0,0.0,3,3,0,1.0,9.6,32,0,0.0002,Low,Casual Browsers
U02114,16,51,9210.71,190,29,110,0.5363636363636364,7.85,17,0,0.0002,Low,High-Value Loyalists
U02115,7,0,0.0,11,10,1,1.0,7.07,37,0,0.0002,Low,Casual Browsers
U02116,14,29,3963.01,101,18,54,0.4629629629629629,9.27,14,0,0.0002,Low,High-Value Loyalists
U02117,15,1,18.77,26,19,6,0.8333333333333334,8.91,141,0,0.0008,Low,Casual Browsers
U02118,8,7,265.47,58,32,19,0.631578947368421,9.11,19,0,0.0002,Low,At-Risk Spenders
U02119,50,0,0.0,14,14,0,1.0,5.48,80,1,0.9998,High,Churned
U02120,25,6,303.05,53,31,16,0.625,9.01,53,0,0.0006,Low,At-Risk Spenders
U02121,6,35,5718.11,148,17,96,0.6354166666666667,7.73,12,0,0.0002,Low,High-Value Loyalists
U02122,25,9,448.12,55,23,23,0.6086956521739131,8.41,32,0,0.0003,Low,At-Risk Spenders
U02123,29,3,68.6,23,14,6,0.5,6.26,43,0,0.0004,Low,At-Risk Spenders
U02124,6,1,48.51,12,11,0,1.0,8.07,9,0,0.0002,Low,Casual Browsers
U02125,20,11,717.61,53,29,13,0.1538461538461538,8.45,27,0,0.0002,Low,At-Risk Spenders
U02126,17,0,0.0,10,10,0,1.0,7.71,47,0,0.0002,Low,Casual Browsers
U02127,21,1,8.44,13,12,0,1.0,4.46,41,0,0.0002,Low,Casual Browsers
U02128,14,11,807.84,61,31,19,0.4210526315789473,9.21,17,0,0.0002,Low,At-Risk Spenders
U02129,2,2,35.19,20,15,3,0.3333333333333333,13.29,63,0,0.0004,Low,At-Risk Spenders
U02130,25,0,0.0,11,11,0,1.0,11.02,55,0,0.0003,Low,Casual Browsers
U02131,0,15,906.53,77,35,27,0.4444444444444444,7.34,25,0,0.0002,Low,At-Risk Spenders
U02132,52,1,66.49,11,8,2,0.5,6.75,52,1,0.9992,High,Churned
U02133,11,4,252.23,28,20,4,0.0,7.54,38,0,0.0003,Low,At-Risk Spenders
U02134,5,2,54.37,20,15,3,0.3333333333333333,7.33,53,0,0.0005,Low,At-Risk Spenders
U02135,13,8,475.73,42,23,11,0.2727272727272727,7.99,31,0,0.0003,Low,At-Risk Spenders
U02136,15,4,149.94,29,20,5,0.1999999999999999,8.49,39,0,0.0003,Low,At-Risk Spenders
U02137,35,14,1032.14,65,32,19,0.2631578947368421,8.8,35,1,0.9993,High,Churned
U02138,0,0,0.0,4,3,1,1.0,6.52,30,0,0.0002,Low,Casual Browsers
U02139,16,7,466.88,41,23,11,0.3636363636363636,8.85,31,0,0.0003,Low,At-Risk Spenders
U02140,18,10,559.18,51,31,10,0.0,8.02,22,0,0.0002,Low,At-Risk Spenders
U02141,12,0,0.0,18,17,1,1.0,6.98,42,0,0.0002,Low,Casual Browsers
U02142,4,2,61.88,25,21,2,0.0,8.78,47,0,0.0004,Low,At-Risk Spenders
U02143,18,0,0.0,8,8,0,1.0,6.48,48,0,0.0002,Low,Casual Browsers
U02144,3,3,118.61,25,21,1,0.0,8.39,94,0,0.001,Low,At-Risk Spenders
U02145,12,0,0.0,14,13,1,1.0,9.93,42,0,0.0002,Low,Casual Browsers
U02146,21,3,232.29,34,17,14,0.7857142857142857,9.43,52,0,0.0005,Low,Casual Browsers
U02147,7,0,0.0,29,25,4,1.0,6.33,37,0,0.0002,Low,Casual Browsers
U02148,25,1,43.54,13,11,1,0.0,6.95,37,0,0.0003,Low,At-Risk Spenders
U02149,8,1,45.68,14,13,0,1.0,6.1,167,0,0.0008,Low,Casual Browsers
U02150,24,1,21.99,18,15,2,0.5,8.83,126,0,0.0008,Low,At-Risk Spenders
U02151,6,12,739.62,45,25,8,0.0,6.95,6,0,0.0002,Low,At-Risk Spenders
U02152,14,3,340.57,34,14,17,0.8235294117647058,7.53,131,0,0.001,Low,Casual Browsers
U02153,20,10,456.97,65,28,27,0.6296296296296297,5.41,27,0,0.0002,Low,At-Risk Spenders
U02154,0,0,0.0,21,18,3,1.0,4.32,30,0,0.0002,Low,Casual Browsers
U02155,45,1,7.39,11,10,0,1.0,6.29,62,1,0.9992,High,Churned
U02156,27,3,134.62,10,5,2,0.0,7.01,57,0,0.0005,Low,At-Risk Spenders
U02157,46,1,23.67,26,21,4,0.75,7.07,47,1,0.9991,High,Churned
U02158,23,0,0.0,25,20,5,1.0,7.37,53,0,0.0003,Low,Casual Browsers
U02159,20,0,0.0,5,5,0,1.0,6.46,50,0,0.0002,Low,Casual Browsers
U02160,22,0,0.0,11,11,0,1.0,5.53,52,0,0.0002,Low,Casual Browsers
U02161,9,7,565.9,39,18,14,0.5,6.91,26,0,0.0002,Low,At-Risk Spenders
U02162,16,45,6027.07,132,15,72,0.375,8.88,19,0,0.0002,Low,High-Value Loyalists
U02163,12,0,0.0,10,8,2,1.0,7.3,42,0,0.0002,Low,Casual Browsers
U02164,26,0,0.0,12,12,0,1.0,8.29,56,0,0.0003,Low,Casual Browsers
U02165,8,2,74.16,21,16,3,0.3333333333333333,10.76,14,0,0.0002,Low,At-Risk Spenders
U02166,24,0,0.0,5,5,0,1.0,7.46,54,0,0.0003,Low,Casual Browsers
U02167,14,48,7353.24,181,29,104,0.5384615384615384,7.98,14,0,0.0002,Low,High-Value Loyalists
U02168,66,41,4941.4,130,24,65,0.3692307692307692,9.5,69,1,0.9997,High,Churned
U02169,21,12,753.81,73,35,26,0.5384615384615384,7.26,21,0,0.0002,Low,At-Risk Spenders
U02170,16,27,3190.35,93,12,54,0.5,7.53,16,0,0.0002,Low,High-Value Loyalists
U02171,18,1,10.18,6,5,0,1.0,3.75,49,0,0.0002,Low,Casual Browsers
U02172,105,0,0.0,6,6,0,1.0,7.63,135,1,0.9998,High,Churned
U02173,16,7,420.58,73,40,26,0.7307692307692308,8.92,45,0,0.0004,Low,At-Risk Spenders
U02174,18,0,0.0,14,14,0,1.0,10.27,48,0,0.0002,Low,Casual Browsers
U02175,7,0,0.0,3,3,0,1.0,2.97,37,0,0.0002,Low,Casual Browsers
U02176,21,56,7591.73,173,24,93,0.3978494623655914,8.14,23,0,0.0002,Low,High-Value Loyalists
U02177,19,10,733.0,75,36,29,0.6551724137931034,10.18,24,0,0.0002,Low,At-Risk Spenders
U02178,18,42,6361.68,152,28,82,0.4878048780487805,7.96,28,0,0.0002,Low,High-Value Loyalists
U02179,21,0,0.0,12,11,1,1.0,7.65,51,0,0.0002,Low,Casual Browsers
U02180,7,6,269.46,42,20,16,0.625,7.88,22,0,0.0002,Low,At-Risk Spenders
U02181,28,2,74.35,13,11,0,1.0,11.42,124,0,0.0008,Low,Casual Browsers
U02182,6,0,0.0,5,4,1,1.0,6.28,36,0,0.0002,Low,Casual Browsers
U02183,59,0,0.0,3,3,0,1.0,7.2,89,1,0.9998,High,Churned
U02184,20,2,23.33,14,11,1,0.0,5.31,38,0,0.0003,Low,At-Risk Spenders
U02185,22,45,7591.51,146,29,72,0.375,7.67,22,0,0.0002,Low,High-Value Loyalists
U02186,19,36,4927.24,99,11,52,0.3076923076923077,8.0,19,0,0.0002,Low,High-Value Loyalists
U02187,13,9,730.85,60,29,22,0.5909090909090908,8.0,13,0,0.0002,Low,At-Risk Spenders
U02188,4,2,35.14,14,9,3,0.3333333333333333,10.96,89,0,0.0007,Low,At-Risk Spenders
U02189,24,2,23.15,21,14,5,0.6,9.75,24,0,0.0002,Low,Casual Browsers
U02190,12,30,3953.08,115,18,67,0.5522388059701493,7.82,12,0,0.0002,Low,High-Value Loyalists
U02191,9,1,18.32,24,18,5,0.8,8.95,140,0,0.0008,Low,Casual Browsers
U02192,19,0,0.0,12,10,2,1.0,9.74,49,0,0.0002,Low,Casual Browsers
U02193,12,0,0.0,9,9,0,1.0,8.29,42,0,0.0002,Low,Casual Browsers
U02194,13,0,0.0,10,10,0,1.0,8.18,43,0,0.0002,Low,Casual Browsers
U02195,119,16,810.64,72,38,18,0.1111111111111111,7.6,119,1,0.9998,High,Churned
U02196,10,13,840.5,64,29,22,0.409090909090909,8.38,21,0,0.0002,Low,At-Risk Spenders
U02197,6,0,0.0,3,3,0,1.0,4.8,36,0,0.0002,Low,Casual Browsers
U02198,6,2,30.05,26,22,2,0.0,9.38,80,0,0.0007,Low,At-Risk Spenders
U02199,18,1,19.96,13,12,0,1.0,11.19,46,0,0.0003,Low,Casual Browsers
U02200,5,2,71.34,15,12,1,0.0,5.14,89,0,0.0007,Low,At-Risk Spenders
U02201,22,8,474.35,34,12,14,0.4285714285714286,6.84,52,0,0.0007,Low,At-Risk Spenders
U02202,31,1,34.47,26,17,8,0.875,6.58,100,1,0.9995,High,Churned
U02203,2,1,67.3,20,13,6,0.8333333333333334,5.26,133,0,0.0008,Low,Casual Browsers
U02204,107,3,116.9,20,14,3,0.0,4.85,129,1,0.9996,High,Churned
U02205,9,16,1006.62,47,19,12,0.0,8.69,20,0,0.0002,Low,At-Risk Spenders
U02206,22,0,0.0,5,5,0,1.0,9.82,52,0,0.0002,Low,Casual Browsers
U02207,21,3,109.99,32,17,12,0.75,11.08,100,0,0.001,Low,Casual Browsers
U02208,29,3,133.39,22,16,3,0.0,9.28,39,0,0.0003,Low,At-Risk Spenders
U02209,25,13,904.24,59,29,17,0.2352941176470588,7.62,59,0,0.0009,Low,At-Risk Spenders
U02210,22,16,1021.11,73,32,25,0.36,7.98,31,0,0.0003,Low,At-Risk Spenders
U02211,20,4,382.8,34,17,13,0.6923076923076923,8.27,47,0,0.0004,Low,Casual Browsers
U02212,13,3,128.74,22,16,3,0.0,10.18,55,0,0.0005,Low,At-Risk Spenders
U02213,115,3,84.15,28,21,4,0.25,8.13,123,1,0.9996,High,Churned
U02214,16,2,37.34,19,14,3,0.3333333333333333,7.2,69,0,0.0004,Low,At-Risk Spenders
U02215,29,0,0.0,5,5,0,1.0,6.28,59,0,0.0003,Low,Casual Browsers
U02216,25,1,28.37,23,20,2,0.5,10.18,105,0,0.0008,Low,At-Risk Spenders
U02217,2,0,0.0,23,22,1,1.0,6.9,32,0,0.0002,Low,Casual Browsers
U02218,8,0,0.0,11,11,0,1.0,6.52,38,0,0.0002,Low,Casual Browsers
U02219,1,1,19.26,21,16,4,0.75,7.65,146,0,0.0008,Low,Casual Browsers
U02220,52,4,124.38,29,21,4,0.0,6.5,95,1,0.9997,High,Churned
U02221,13,0,0.0,12,12,0,1.0,5.78,43,0,0.0002,Low,Casual Browsers
U02222,10,1,69.52,16,11,4,0.75,10.12,167,0,0.0008,Low,Casual Browsers
U02223,115,0,0.0,11,10,1,1.0,7.86,145,1,0.9998,High,Churned
U02224,12,0,0.0,21,19,2,1.0,9.97,42,0,0.0002,Low,Casual Browsers
U02225,67,8,554.25,59,33,18,0.5555555555555556,7.22,78,1,0.9997,High,Churned
U02226,5,0,0.0,12,10,2,1.0,6.4,35,0,0.0002,Low,Casual Browsers
U02227,6,5,203.96,30,11,14,0.6428571428571428,8.53,6,0,0.0002,Low,Casual Browsers
U02228,7,18,1324.79,66,29,19,0.0526315789473684,8.06,34,0,0.0005,Low,At-Risk Spenders
U02229,18,7,351.87,33,15,11,0.3636363636363636,7.15,26,0,0.0002,Low,At-Risk Spenders
U02230,2,0,0.0,6,5,1,1.0,7.05,32,0,0.0002,Low,Casual Browsers
U02231,10,0,0.0,15,13,2,1.0,11.45,40,0,0.0002,Low,Casual Browsers
U02232,69,4,224.4,34,17,13,0.6923076923076923,8.42,92,1,0.9997,High,Churned
U02233,7,3,49.03,18,12,3,0.0,6.33,7,0,0.0002,Low,At-Risk Spenders
U02234,20,0,0.0,12,11,1,1.0,5.86,50,0,0.0002,Low,Casual Browsers
U02235,7,8,510.38,64,37,19,0.5789473684210527,7.06,7,0,0.0002,Low,At-Risk Spenders
U02236,14,0,0.0,12,12,0,1.0,5.82,44,0,0.0002,Low,Casual Browsers
U02237,22,0,0.0,12,12,0,1.0,10.78,52,0,0.0002,Low,Casual Browsers
U02238,17,7,356.0,36,17,12,0.4166666666666666,10.54,17,0,0.0002,Low,At-Risk Spenders
U02239,109,11,855.58,50,31,8,0.0,7.05,109,1,0.9998,High,Churned
U02240,8,10,742.83,79,49,20,0.5,8.14,38,0,0.0005,Low,At-Risk Spenders
U02241,14,8,641.57,48,22,18,0.5555555555555556,9.78,14,0,0.0002,Low,At-Risk Spenders
U02242,57,0,0.0,6,6,0,1.0,7.92,87,1,0.9998,High,Churned
U02243,22,56,8131.98,186,25,105,0.4666666666666667,7.29,23,0,0.0002,Low,High-Value Loyalists
U02244,5,1,17.98,11,7,3,0.6666666666666667,9.99,160,0,0.0008,Low,Casual Browsers
U02245,28,0,0.0,10,9,1,1.0,10.6,58,0,0.0003,Low,Casual Browsers
U02246,14,54,7736.83,172,24,94,0.4255319148936169,8.77,14,0,0.0002,Low,High-Value Loyalists
U02247,118,1,84.69,29,24,4,0.75,10.77,160,1,0.9995,High,Churned
U02248,18,0,0.0,10,9,1,1.0,7.36,48,0,0.0002,Low,Casual Browsers
U02249,26,0,0.0,4,4,0,1.0,8.8,56,0,0.0003,Low,Casual Browsers
U02250,98,0,0.0,9,9,0,1.0,9.53,128,1,0.9998,High,Churned
U02251,77,0,0.0,11,11,0,1.0,13.23,107,1,0.9998,High,Churned
U02252,13,1,20.62,29,25,3,0.6666666666666667,8.52,116,0,0.0008,Low,Casual Browsers
U02253,23,0,0.0,6,6,0,1.0,5.08,53,0,0.0002,Low,Casual Browsers
U02254,10,0,0.0,10,9,1,1.0,11.36,40,0,0.0002,Low,Casual Browsers
U02255,20,13,653.5,72,40,19,0.3157894736842105,8.2,65,0,0.0013,Low,At-Risk Spenders
U02256,27,0,0.0,10,9,1,1.0,4.74,57,0,0.0003,Low,Casual Browsers
U02257,8,1,18.02,17,15,1,0.0,8.97,17,0,0.0002,Low,At-Risk Spenders
U02258,8,11,640.53,49,20,18,0.3888888888888888,9.11,10,0,0.0002,Low,At-Risk Spenders
U02259,9,0,0.0,4,4,0,1.0,7.78,39,0,0.0002,Low,Casual Browsers
U02260,13,11,660.6,57,28,18,0.3888888888888888,10.31,15,0,0.0002,Low,At-Risk Spenders
U02261,21,0,0.0,19,15,4,1.0,12.19,51,0,0.0002,Low,Casual Browsers
U02262,21,1,23.96,21,16,4,0.75,5.32,28,0,0.0002,Low,Casual Browsers
U02263,3,24,3717.68,93,13,56,0.5714285714285714,7.54,13,0,0.0002,Low,High-Value Loyalists
U02264,15,0,0.0,6,5,1,1.0,7.48,45,0,0.0002,Low,Casual Browsers
U02265,15,0,0.0,13,13,0,1.0,6.33,45,0,0.0002,Low,Casual Browsers
U02266,24,1,10.1,10,9,0,1.0,8.62,82,0,0.0007,Low,Casual Browsers
U02267,9,9,845.56,67,33,25,0.64,7.43,9,0,0.0002,Low,At-Risk Spenders
U02268,15,0,0.0,13,10,3,1.0,6.95,45,0,0.0002,Low,Casual Browsers
U02269,4,0,0.0,7,7,0,1.0,6.76,34,0,0.0002,Low,Casual Browsers
U02270,3,10,939.47,71,38,23,0.5652173913043479,8.22,3,0,0.0002,Low,At-Risk Spenders
U02271,117,13,896.31,63,34,16,0.1875,5.83,117,1,0.9998,High,Churned
U02272,18,0,0.0,26,23,3,1.0,8.51,48,0,0.0002,Low,Casual Browsers
U02273,13,0,0.0,13,13,0,1.0,5.52,43,0,0.0002,Low,Casual Browsers
U02274,5,0,0.0,9,9,0,1.0,11.07,35,0,0.0002,Low,Casual Browsers
U02275,27,1,13.41,3,2,0,1.0,6.23,47,0,0.0003,Low,Casual Browsers
U02276,22,7,375.2,32,15,10,0.3,4.29,22,0,0.0002,Low,At-Risk Spenders
U02277,26,13,1151.54,73,36,24,0.4583333333333333,6.27,34,0,0.0005,Low,At-Risk Spenders
U02278,25,16,829.1,71,34,21,0.2380952380952381,9.36,33,0,0.0005,Low,At-Risk Spenders
U02279,17,0,0.0,28,27,1,1.0,9.32,47,0,0.0002,Low,Casual Browsers
U02280,108,8,387.0,56,29,19,0.5789473684210527,9.15,115,1,0.9997,High,Churned
U02281,2,1,12.76,15,13,1,0.0,7.83,48,0,0.0004,Low,At-Risk Spenders
U02282,2,1,47.06,15,11,3,0.6666666666666667,4.36,52,0,0.0004,Low,Casual Browsers
U02283,14,24,3793.44,82,15,43,0.4418604651162791,9.64,14,0,0.0002,Low,High-Value Loyalists
U02284,35,0,0.0,4,4,0,1.0,13.08,65,1,0.9998,High,Churned
U02285,106,1,22.12,14,8,5,0.8,7.31,106,1,0.9995,High,Churned
U02286,2,0,0.0,8,8,0,1.0,8.02,32,0,0.0002,Low,Casual Browsers
U02287,20,0,0.0,25,22,3,1.0,7.64,50,0,0.0002,Low,Casual Browsers
U02288,12,0,0.0,12,10,2,1.0,5.77,42,0,0.0002,Low,Casual Browsers
U02289,6,0,0.0,18,15,3,1.0,7.82,36,0,0.0002,Low,Casual Browsers
U02290,21,9,649.62,53,22,22,0.5909090909090908,6.94,43,0,0.0004,Low,At-Risk Spenders
U02291,7,6,428.52,59,34,19,0.6842105263157895,7.59,7,0,0.0002,Low,At-Risk Spenders
U02292,8,4,132.98,23,17,2,0.0,9.37,19,0,0.0002,Low,At-Risk Spenders
U02293,0,2,67.75,18,14,2,0.0,13.18,124,0,0.0008,Low,At-Risk Spenders
U02294,11,3,69.48,12,9,0,1.0,13.82,88,0,0.0008,Low,Casual Browsers
U02295,106,3,63.44,18,12,3,0.0,9.16,122,1,0.9995,High,Churned
U02296,85,0,0.0,6,6,0,1.0,9.68,115,1,0.9998,High,Churned
U02297,22,0,0.0,3,3,0,1.0,8.47,52,0,0.0002,Low,Casual Browsers
U02298,54,1,47.46,15,10,4,0.75,7.24,60,1,0.9991,High,Churned
U02299,43,0,0.0,11,11,0,1.0,5.55,73,1,0.9998,High,Churned
U02300,10,3,63.2,23,15,5,0.4,8.3,21,0,0.0002,Low,At-Risk Spenders
U02301,15,6,546.48,38,19,13,0.5384615384615384,8.23,34,0,0.0004,Low,At-Risk Spenders
U02302,15,2,49.25,25,23,0,1.0,7.29,80,0,0.0007,Low,Casual Browsers
U02303,3,5,351.84,34,20,9,0.4444444444444444,7.8,11,0,0.0002,Low,At-Risk Spenders
U02304,27,12,722.58,71,32,27,0.5555555555555556,6.33,45,0,0.0005,Low,At-Risk Spenders
U02305,18,1,52.57,14,11,2,0.5,10.86,67,0,0.0004,Low,At-Risk Spenders
U02306,29,1,28.8,14,13,0,1.0,7.86,128,0,0.0008,Low,Casual Browsers
U02307,41,1,27.44,8,7,0,1.0,5.49,145,1,0.9995,High,Churned
U02308,26,0,0.0,3,3,0,1.0,3.9,56,0,0.0002,Low,Casual Browsers
U02309,65,4,111.41,25,16,5,0.1999999999999999,6.86,77,1,0.9997,High,Churned
U02310,2,3,65.7,17,12,2,0.0,5.27,18,0,0.0002,Low,At-Risk Spenders
U02311,11,11,743.02,66,33,22,0.5,7.04,22,0,0.0002,Low,At-Risk Spenders
U02312,20,0,0.0,29,23,6,1.0,7.67,50,0,0.0003,Low,Casual Browsers
U02313,22,0,0.0,3,3,0,1.0,2.63,52,0,0.0002,Low,Casual Browsers
U02314,3,0,0.0,7,7,0,1.0,8.7,33,0,0.0002,Low,Casual Browsers
U02315,10,9,584.57,65,36,20,0.55,7.22,27,0,0.0002,Low,At-Risk Spenders
U02316,64,11,761.65,70,34,25,0.56,9.74,68,1,0.9997,High,Churned
U02317,14,13,1291.99,75,42,20,0.35,7.79,34,0,0.0005,Low,At-Risk Spenders
U02318,28,1,46.03,12,10,1,0.0,10.02,31,0,0.0003,Low,At-Risk Spenders
U02319,24,6,360.94,44,26,12,0.5,7.03,50,0,0.0006,Low,At-Risk Spenders
U02320,19,0,0.0,22,17,5,1.0,7.08,49,0,0.0002,Low,Casual Browsers
U02321,4,0,0.0,6,6,0,1.0,4.22,34,0,0.0002,Low,Casual Browsers
U02322,5,9,563.13,69,38,22,0.5909090909090908,9.39,12,0,0.0002,Low,At-Risk Spenders
U02323,24,51,8637.91,179,38,90,0.4333333333333333,8.42,24,0,0.0002,Low,High-Value Loyalists
U02324,0,2,33.11,28,25,1,0.0,7.95,10,0,0.0002,Low,At-Risk Spenders
U02325,17,0,0.0,10,9,1,1.0,3.53,47,0,0.0002,Low,Casual Browsers
U02326,16,10,564.62,40,16,14,0.2857142857142857,7.54,16,0,0.0002,Low,At-Risk Spenders
U02327,16,1,56.65,26,22,3,0.6666666666666667,6.29,69,0,0.0005,Low,Casual Browsers
U02328,56,1,12.94,14,11,2,0.5,11.41,116,1,0.9995,High,Churned
U02329,24,0,0.0,11,11,0,1.0,3.75,54,0,0.0002,Low,Casual Browsers
U02330,87,2,87.31,14,11,1,0.0,8.16,133,1,0.9996,High,Churned
U02331,29,3,140.5,28,22,3,0.0,8.72,65,0,0.0005,Low,At-Risk Spenders
U02332,37,17,1010.79,56,27,12,0.0,9.02,37,1,0.9993,High,Churned
U02333,14,17,1302.66,63,24,22,0.2272727272727273,6.65,20,0,0.0002,Low,At-Risk Spenders
U02334,28,1,53.4,12,9,2,0.5,8.29,134,0,0.0008,Low,At-Risk Spenders
U02335,116,58,8742.57,178,27,93,0.3763440860215054,8.66,116,1,0.9997,High,Churned
U02336,8,4,94.69,26,19,3,0.0,9.7,12,0,0.0002,Low,At-Risk Spenders
U02337,2,0,0.0,13,13,0,1.0,4.82,32,0,0.0002,Low,Casual Browsers
U02338,15,2,73.47,27,22,3,0.3333333333333333,8.21,96,0,0.0008,Low,At-Risk Spenders
U02339,64,59,8324.61,199,28,112,0.4732142857142857,8.26,64,1,0.9998,High,Churned
U02340,27,11,799.16,43,21,11,0.0,7.21,41,0,0.0005,Low,At-Risk Spenders
U02341,13,41,5941.52,185,36,108,0.6203703703703703,8.21,17,0,0.0002,Low,High-Value Loyalists
U02342,33,9,549.16,63,35,19,0.5263157894736843,7.45,61,1,0.9997,High,Churned
U02343,32,0,0.0,12,12,0,1.0,9.45,62,1,0.9998,High,Churned
U02344,6,11,633.66,75,38,26,0.5769230769230769,6.65,12,0,0.0002,Low,At-Risk Spenders
U02345,29,12,844.95,68,36,20,0.4,7.58,29,0,0.0002,Low,At-Risk Spenders
U02346,28,3,94.81,18,11,4,0.25,7.39,56,0,0.0005,Low,At-Risk Spenders
U02347,7,1,6.05,17,16,0,1.0,10.67,15,0,0.0002,Low,Casual Browsers
U02348,10,0,0.0,10,10,0,1.0,9.23,40,0,0.0002,Low,Casual Browsers
U02349,11,0,0.0,6,6,0,1.0,9.13,41,0,0.0002,Low,Casual Browsers
U02350,99,2,34.21,12,7,3,0.3333333333333333,7.96,121,1,0.9995,High,Churned
U02351,12,13,924.83,55,25,17,0.2352941176470588,7.02,16,0,0.0002,Low,At-Risk Spenders
U02352,5,0,0.0,13,13,0,1.0,9.53,35,0,0.0002,Low,Casual Browsers
U02353,3,3,169.72,21,14,4,0.25,8.25,52,0,0.0005,Low,At-Risk Spenders
U02354,8,0,0.0,8,8,0,1.0,13.15,38,0,0.0002,Low,Casual Browsers
U02355,22,3,116.41,12,7,2,0.0,5.06,65,0,0.0005,Low,At-Risk Spenders
U02356,111,14,842.38,79,45,20,0.3,6.73,111,1,0.9997,High,Churned
U02357,4,4,128.1,28,21,3,0.0,5.91,16,0,0.0002,Low,At-Risk Spenders
U02358,63,12,1142.93,63,29,22,0.4545454545454546,8.71,63,1,0.9997,High,Churned
U02359,23,1,17.49,28,24,3,0.6666666666666667,7.56,23,0,0.0002,Low,Casual Browsers
U02360,98,1,103.62,23,20,2,0.5,7.3,158,1,0.9996,High,Churned
U02361,82,8,654.44,51,23,20,0.6,8.65,85,1,0.9998,High,Churned
U02362,7,56,7512.32,191,27,108,0.4814814814814815,8.37,7,0,0.0002,Low,High-Value Loyalists
U02363,1,5,398.2,35,17,13,0.6153846153846154,8.01,41,0,0.0004,Low,At-Risk Spenders
U02364,16,1,52.23,22,20,1,0.0,8.58,162,0,0.0008,Low,At-Risk Spenders
U02365,17,16,820.71,65,31,18,0.1111111111111111,9.65,17,0,0.0002,Low,At-Risk Spenders
U02366,59,13,998.38,45,17,15,0.1333333333333333,8.71,71,1,0.9998,High,Churned
U02367,41,1,42.07,19,11,7,0.8571428571428572,7.54,168,1,0.9995,High,Churned
U02368,29,1,20.02,15,12,2,0.5,5.63,116,0,0.0007,Low,At-Risk Spenders
U02369,22,0,0.0,12,12,0,1.0,9.73,52,0,0.0002,Low,Casual Browsers
U02370,4,2,55.2,25,20,3,0.3333333333333333,10.47,125,0,0.0008,Low,At-Risk Spenders
U02371,6,2,72.94,12,9,1,0.0,9.12,43,0,0.0003,Low,At-Risk Spenders
U02372,12,2,109.57,25,21,2,0.0,7.1,31,0,0.0003,Low,At-Risk Spenders
U02373,10,6,415.65,42,21,15,0.6,8.7,73,0,0.0013,Low,At-Risk Spenders
U02374,28,1,44.15,19,18,0,1.0,7.53,66,0,0.0005,Low,Casual Browsers
U02375,21,12,868.74,68,33,23,0.4782608695652174,8.34,22,0,0.0002,Low,At-Risk Spenders
U02376,2,1,58.68,24,17,6,0.8333333333333334,9.07,104,0,0.0008,Low,Casual Browsers
U02377,26,0,0.0,10,7,3,1.0,12.11,56,0,0.0003,Low,Casual Browsers
U02378,19,0,0.0,11,11,0,1.0,5.55,49,0,0.0002,Low,Casual Browsers
U02379,16,2,89.93,10,6,2,0.0,7.72,115,0,0.0009,Low,At-Risk Spenders
U02380,14,2,89.32,12,10,0,1.0,8.89,14,0,0.0002,Low,Casual Browsers
U02381,23,2,60.44,17,11,4,0.5,8.8,77,0,0.0005,Low,At-Risk Spenders
U02382,14,7,329.21,44,22,15,0.5333333333333333,6.47,26,0,0.0002,Low,At-Risk Spenders
U02383,5,14,688.58,57,21,22,0.3636363636363636,7.66,16,0,0.0002,Low,At-Risk Spenders
U02384,7,1,29.26,18,13,4,0.75,5.86,46,0,0.0003,Low,Casual Browsers
U02385,29,5,403.06,32,17,10,0.5,7.2,36,0,0.0004,Low,At-Risk Spenders
U02386,21,0,0.0,13,12,1,1.0,14.45,51,0,0.0002,Low,Casual Browsers
U02387,1,4,140.49,27,19,4,0.0,9.9,11,0,0.0002,Low,At-Risk Spenders
U02388,17,5,156.13,28,20,3,0.0,9.79,24,0,0.0002,Low,At-Risk Spenders
U02389,14,7,474.19,45,24,14,0.5,7.11,79,0,0.0014,Low,At-Risk Spenders
U02390,22,2,46.45,14,12,0,1.0,4.61,42,0,0.0003,Low,Casual Browsers
U02391,21,2,60.37,22,17,3,0.3333333333333333,7.21,24,0,0.0002,Low,At-Risk Spenders
U02392,11,18,1622.36,70,32,20,0.0999999999999999,8.4,11,0,0.0002,Low,At-Risk Spenders
